text,entity,sentiment,konu,severity,bilet,musteri_hizmetleri,odeme,uygulama,passolig,passolig kart,diger,aksiyon,label
passo etkinlik bilet isim degisikligi ref esime surpriz olarak gosterisi icin bilet aldim ancak kendi passo uyeligim uzerinden satin aldigim icin bilet uzerinde kendi adim yaziyor hediye oldugu icin biletin uzerindeki ismin revize edilmesini talep ediyorum once benzer,passo,olumsuz,genel,1,1,0,0,1,0,0,0,1,10
tarihine tan konseri icin bilet aldim konsere saatten fazla sure varken rahatsizligimdan dolayi iptal etmek istedigimi belirttim ancak talebim kabul edilmedi passo dan ilk son bilet alisim oldu aslinda boyle bir hakkimizin olmasi gerekiyor cunku son dakikada gelisen cok,passo,olumsuz,genel,2,1,0,0,0,0,0,0,1,1
passo dan tarihinde aldigim tarihli etkinlik biletini yurt disina cikmak zorunda kaldigim icin dun musteri hizmetlerini arayarak iptal ettirmek istedim bana verdikleri posta adresine durumumu anlatan bir posta gondermemi istediler ancak gelen yanitta biletimi iptal edemed,passo,olumsuz,cagri merkezi yetkinlik,2,1,1,0,0,0,0,0,1,8
passo dan aldigim bileti ekstrem olusan sebeplerden dolayi iptal etmek istiyorum musteri temsilcisi gorustum ancak kabul edilmiyor baska bir gune ertelenir dendi baska bir gune etkinlik yok magdur durumda kaldim etkinlik gunune gun var iptal edilen bilet illa satilacaktir,passo,olumsuz,genel,1,1,0,0,0,0,0,0,1,1
saglik sorunlarimdan dolayi katilamayacagim cukurova universitesi acikhava tiyatrosu adana mayis cumartesi saat blok blok sira koltuk referans biletimi iptal etmek istiyorum fakat uygulamadan iptal saglayabiliyorum passo musteri temsilcisine baglanabil,passo,olumsuz,genel,1,1,1,0,0,0,0,0,1,8
merhabalar yasinda kizim var onunla birlikte fenerbahce beko euroleague macina gitmek istiyorum konu ilgili bir aciklama bilgilendirme yok kizim icin bilet almam gerekli mi bilet satilan sayfalarda kulup sayfasinda cocuklar ilgili bilgi verilmemis,passo,notr,diger,0,1,0,0,0,0,0,0,0,1
mayis gunu yerebatan sarnici nin onunde online bilet almaya calistim ilk denememde sistem hatasi verdi ikinci denemede alabildim ancak bilet almaya calisirken bilet olarak odeme alindi cagri merkezini aradigimda hicbir sekilde iptal edilemeyecegi soylendi bir hicbir sekilde uygulam,passo,olumsuz,genel,2,1,1,1,1,0,0,0,1,64
passo internet sitesinden kurumsal olacak sekilde bilet aldim fakat tarafima isimli olarak iletildi once isimsiz olarak alabildigim bileti simdi isimli almak zorundayim biletlerin iadesi yapilmiyorsa isimsiz olarak yeniden duzenlenmesini rica ediyorum konuda posta yoluyla bil,passo,olumsuz,genel,1,1,0,0,1,0,0,0,1,10
passo teoman konseri icin mayis ta bilet aldim ancak yan yana yerine yanlislikla arka siradan bir bilet secmisim bana sunulan cozum onerisi sira oysa benim aldigim bilet siradaydi cagri merkezini aradigimda iptal iade islemleri icin sadece posta yoluyla yonlendiriliyorum ipta,passo,olumsuz,cagri merkezi yetkinlik,2,1,1,0,0,0,0,0,1,8
mayis hadise konseri icin passodan bilet aldim benim digerlerini arkadaslarima aldim biletlerin kisisel oldugu soylenmemisti benimle beraber girebilirler mi yoksa devir yapabilir miyim oyle bir sey olmuyorsa iade etme secenegini goremedim lutfen yardimci olun,passo,olumsuz,genel,1,1,1,0,0,0,0,0,1,8
passo uygulamasi uzerinden mayis tan tasci harbiye konserine kisilik bilet aldim ancak ayni gun sagliksal sorunlardan dolayi sehir disinda olacagim nedenle mayis pazar gunu mayis gunu olan ayni konser icin tarih degisikligi yapmak istiyorum passo etkinlik musteri hizmetleri gor,passo,olumsuz,genel,1,1,1,0,0,0,0,0,1,8
passo etkinlikten bilet aldim hata verdi iki cekilmis musteri temsilcisine ulasamiyorum yardimci olur musunuz bilet bilgileriniz ref etkinlik live from fest konya tarih haziran cuma mekan konya selcuklu kongre merkezi acikhava sahnesi tribun acikhav,passo,olumsuz,cagri merkezi yetkinlik,2,1,1,0,0,0,0,0,1,8
passo dan aldigim buray konser biletinin uzerinden saat gecmeden konser tarihinin ertelendigini goruyorum ben izmir ikamet etmiyorum dolayisiyla ertelenen tarihte burada olmayacagim benim anlamadigim sey bileti satin alinabilir durumda tarihi bile belli olmayan bir bileti satin,passo,olumsuz,genel,1,1,0,0,0,0,0,0,1,1
merhaba tarihinde passolig uygulamasi uzerinden tarihinde samsun gerceklesecek konser icin iki ay oncesinden bilet aldim sure zarfinda ara sira uygulamaya girerek biletimi kontrol ettim seferinde biletim duruyordu evlilik yil donumumuze denk geldigi icin coru,passolig,olumsuz,uygulama,1,1,0,0,1,0,0,0,1,10
yerebatan sarnici icin uygulama uzerinden bilet satin aldim mail talep etmeme ragmen gundur hala fatura tarafima ulastirilmadi sirkete iletecegim icin kisa surede faturanin tarafima ulastirilmasi gerekiyor hala gonderilmedigini anlayamadim,passo,olumsuz,genel,2,1,0,0,1,0,0,0,1,10
merhaba in istanbul besiktas park konseri icin passo dan bilet aldim ancak bileti kullanmayacagim dolayisi iptalini para iadesini istiyorum konser gunune gunden fazla var yine iptal edil iyot acilen iptal para iadesini istiyorum,passo,olumsuz,odeme,1,1,0,1,0,0,0,0,1,9
passo uzerinden mayis icin tan tasci nin harbiye konseri icin bilet satin aldim bugun nisan iptal icin kendilerini aradim ancak hicbir sekilde iptal yapamayacaklarini bildirdiler kadar uzun sure varken keyfi bir sekilde iptal saglamiyorlar,passolig,olumsuz,genel,2,1,1,1,0,0,0,0,1,29
nisan pazartesi gunu bir gosteri icin esimle biletimiz vardi ancak gun ayagima kaynar su dokuldu ikinci derece yanik oldugu icin aksami acilde gecirmek zorunda kaldik haliyle etkinlige gidemedik raporumuz olmasina ragmen raporu esim ayni gun passo yetkililerine mail yoluyla iletmis ol,passo,olumsuz,cagri merkezi yetkinlik,2,1,1,0,0,0,0,0,1,8
passo uygulamasindan yalin konseri icin bilet aldik sahne onu on siradan bilet aldik ancak gelin gorun uygulamada gosterilen oturma duzeni alakasi yok gorevliler bilet satan firmanin kusuru oldugunu volkswagen arena yetkililerinin bir sorunu olmadigini ilettiler insanlarla alay ediy,passo,olumsuz,diger,1,1,0,0,0,0,0,0,1,1
passo dan tarihinde konserine sol bolumunden numarali koltuklari tercih ettik sahneye yakinlik icin aldik salona girdigimizde sok olduk mi gormek hayaliyle gittigimiz sahnenin iki tarafinin muzik ekipmanlari kapli oldugunu gorduk paramizla rezil,passo,olumsuz,diger,1,1,0,0,0,0,0,0,1,1
bileti satin almama ragmen biletim yollanmadi sonra teknik bir ariza oldugu soylendi aylardan sonra iademin basladigi soylendi fakat para yok is gunu gecti bir basvurdum bir iademin basladigi soylendi fakat tekrardan is gununden fazla gecti para yine yine yok ocak basinda,passo,olumsuz,odeme,2,1,0,1,0,0,0,0,1,9
passo com dan tan tasci etkinligi icin uc adet bilet aldim bir adet biletimi yanlislikla farkli siraya almisim ayni kategoride koltuk degisimi yapmak istedigimde hicbir yerde islemi bulamadim cagri merkezini aradim onlar mail yoluyla talep etmemi yonlendirdiler bir biletin koltuk degis,passo,olumsuz,genel,1,1,1,0,0,0,0,0,1,8
passo dan aldigim mayis tarihindeki tan tasci konser biletimi bir kategori olan ust kategoriden degisim yapmak istiyorum destek ekibine mail gonderdim iki tarafima donus saglanmadi,passo,olumsuz,cagri merkezi yetkinlik,1,1,1,0,0,0,0,0,1,8
passo mobil uygulamasi uzerinden subat tarihinde iki bilet aldim aradan gun gecti fatura gonderdiler mobil uygulama uzerinden ben goruntuleyebildim musteri hizmetlerini aradim adresine mail atin dediler ertesi gun cevap olarak resimdeki mail aldim maildeki lin,passo,olumsuz,cagri merkezi yetkinlik,2,1,1,0,1,0,0,0,1,30
passo lig uzerinden aldigim konser bileti icin kategoriyi secip parasini verip on siradan aldigim biletimi keyiflerine gore siraya atmislar mail uzerinden sikayetimi bildirdigimde isterseniz iptal edebilirsiniz dediler saygisiz bir firma bir hicbir organizasyonunuza katilmam,passo,olumsuz,genel,2,1,1,0,0,1,0,0,1,31
passo pala ye royale grubun ismini birlesik yazamiyorum anlamadim mart konserini erteledi yil gecti aradan varligini unutmusum biletin sanirim haziranda pala ye royale konseri olacakmis mart ayi icin aldigimiz biletler olacak iadesi yapildi bir sey bilgilendirme,passo,olumsuz,genel,1,1,1,0,0,0,0,0,1,8
zorlu turkcell sahnesi nde mart tarihinde gerceklesecek olan pentagram konseri icin uygun gorulmedigim icin bilet alamadim biletimde yazdigi uzere uygun olmayan kisilerin iadesi yapilmaktadir hakkimi kullanmak istiyorum ancak passo dan henuz bir donus alamadim etkinlige giremedigim,passo,olumsuz,genel,2,1,1,1,0,0,0,0,1,29
kusursuz dunya muzikali icin mart tarihinde zorlu psm turkcell platinum sahnesi istanbul bilet aldik elde olmayan nedenlerden oturu yarinki etkinlige katilamama durumu olustu passo com tr iletisim kanalini aradim tarihinde saat bey adli kisiyle go,passo,olumsuz,genel,1,1,1,0,0,0,0,0,1,8
aldigim bileti iade etmek istiyorum iade olmadigini soyluyorlar ozel nedenlerden dolayi iptalinin saglanmasini rica ederim haklarimi biliyorum dava yoluna kadar giderim biletlerimin iadesini yapmak zorundasiniz kurumsal bir firmaya yakismayan davranislar destek rica ederim,passo,olumsuz,genel,2,1,1,0,0,0,0,0,1,8
passo com adresinden almis oldugum konser biletini uzerinden henuz saat gecmemis etkinlige ay uzun bir sure olmasina ragmen iptal edemiyorum surekli sorun cikarip duruyorlar tum bilinen sitelerden bilet alip zaman zaman iade etmis birisi olarak soyluyorum kesinlikle buyuk eksiklik muh,passo,olumsuz,iptal,2,1,1,0,0,0,0,0,1,8
yaklasik ay once mart cuma gunune zorlu psm bir etkinlige bilet almistim sonrasinda tarihte baska bir isim ciktigi icin passo ayni etkinligin baska bir tarihine bilet almam kosulu degisiklik talebinde bulundum degisiklik talebim reddedildi akil vererek sunu yazdilar dilerseni,passo,olumsuz,degisiklik,1,1,0,0,0,0,0,0,1,1
passo uygulamasindan bir konser icin bilet aldim bileti aldigim sirada ayni kategoride bulunan cogu koltuk dolu gozukuyordu sebepten arka kisimlardan alabildim bileti aldiktan birkac gun sonra tekrar baktigimda ayni kategorideki aldigim koltugun on taraflarindaki cogu koltugun bos oldugu,passo,olumsuz,genel,1,1,0,0,1,0,0,0,1,10
yerebatan sarnici icin subat tarihli bilet almistim suresinde yetisemeyecegim icin biletimi subat tarihi degistirmek istedim musteri hizmetleri degisiklik icin mail atmam gerektigini soyledi mail atip kere aramama ragmen asla sonuc alamadim biletim yanacakti ben yerebatan sa,passo,olumsuz,cagri merkezi yetkinlik,2,1,1,0,0,0,0,0,1,8
hastaligim nedeniyle sehir disina cikamayacagim yuzden passo dan aldigim bileti iptal etmek istiyorum ancak iptalin mumkun olmadigi belirtiliyor bileti nasil satabilirim zaten hastayim bir durumla mi ugrasmak zorundayim bana akimla alay ediyorlar geliyor kesinlikle mumk,passo,olumsuz,iptal,2,1,1,0,0,0,0,0,1,8
sayin ilgili subat antalya akm olun bizi ayirana dek adli oyununda satin almis oldugumuz koltuklarimiz baska kisilere satildigi icin salona eklenen ek sandalyelerde oyunu izlemek zorunda kaldik bizim ayni sikintiyi yasayan cokca izleyici vardi ekte bilet detaylarimiz vardir gereken,passo,olumsuz,diger,1,1,0,0,0,0,0,1,1,13
kolay gelsin passo uygulamasi sistem uzerinden basketbol maci bileti alirken odeme islemi gerceklestirilemedi hatasi aliyorum surekli bircok kart denedim secure kartima tanimli olmasina ragmen odeme islemi gerceklesmiyor yaklasik bir gundur deniyorum koltugu seciyorum gerekli onayla,passo,olumsuz,odeme,2,0,0,1,1,0,0,0,1,19
passo hesabi acmak istiyorum fakat uye olup seyi tamamladiktan sonra epostama gelen aktivasyon linkine basmama ragmen hesabim olusturulamadi tekrardan hesap olustururken kaldigim sayfaya atiyor hesap dogrulama linkine bassam dahi hesabimi olusturamiyorum uye olmam gerekiyor yardim eder misi,passo,olumsuz,uygulama,2,1,0,0,1,0,0,0,1,10
icin passo dan iki adet bilet satin aldim ancak biletler cok hizli tukendigi icin arkadasim ben ayri ayri bilet almaya calistik basardik su an elimizde fazladan iki bilet var iki kisilik aldigim bileti iptal ettirmem gerekiyor lutfen yardimci olabilir misiniz,passo,olumsuz,iptal,1,1,0,0,0,0,0,0,1,1
passolig uyeligimle ilgili bir sorunum var benim posta adresim ben belcika yasadigim icin passolig uyeligimi turkiye bir turkiye cep telefonu numarasi olusturdum iki yil once numaram degisti su anda uygulamaya girmek istedigimde sorun yasiyorum giris kodu es,passolig,olumsuz,uyelik,2,0,0,0,1,1,0,0,1,23
passo uygulamasi uzerinden alana bedava seklinde seni gidi beni adli tiyatro oyununa tarihinde bilet aldim alana bedava olan etkinlikte iki kisi ucreti kestiler is gunu icerisinde iadesi olacak dediler tarihine geldik hala ucret iadesi yapmadilar passo musteri,passolig,olumsuz,odeme,2,1,0,1,1,1,0,0,1,74
passolig uye basvurusunda bulundum postaya dogrulama linkler geldi onaylamak istedigimde postadan gecersiz link hata gelmektedir gundur sekilde hata almaktayim musteri hiz gorustugumde sistemde hata oldugunu islemi yapamayacagimi belirtmekteler,passolig,olumsuz,uyelik,2,0,0,0,1,1,0,0,1,23
tarihinde yerebatan sarnici icin online bilet satin almak istedim bilet ekranina girdigimde iki adet tam bilet secerek satin alma islemini tamamladim ancak bana herhangi bir tarih sectirilmemesine ragmen gelen biletin subat tarihine ait oldugunu gordum biletin hemen degistirilm,passo,olumsuz,degisiklik,2,1,0,0,0,0,0,0,1,1
merhaba passolig uygulamasindan nisanlimla birlikte adet bilet aldik subat tarihine ait fakat saglik calisani oldugum icin gune nobetim yazildi biletimizin yanmasini istemiyorum baska bir konsere cevirmek istiyoruz iade oluyorsa sekilde,passolig,olumsuz,iade,1,1,0,0,0,1,0,0,1,11
passo uzerinden bir etkinlik bileti almaya calisiyoruz login bile olamadik site tarafina web den giris yapabiliyorum fakat sefer satin almada hata aliyorum uygulama tarafi icler acisi ayni kullanici adi sifreyle login bile olamadik,passo,olumsuz,uyelik,2,1,0,0,1,0,0,0,1,10
passo web sitesinden hesabima giris yapmaya calistigimda hesabiniz askiya alinmistir uyarisi karsilasiyorum sifre yenileme yaptigimda tekrar ayni hatayi veriyor bir yetkiliye ulasamadim destek olmanizi rica ederim sorun cozulemez hesabimi gercek anlamda askiya almayi planlamakta,passo,olumsuz,genel,2,0,1,0,1,0,0,0,1,15
passo dan zorlu psm etkinliklerine bilet alirken sorun yasiyorum turkcell platinum kodumu girdigimde kabul etmiyor tam olarak farkli yeni alinmis kod denememe ragmen oncelikli satis icin girdiginiz bilgiler dogrulanamadi hatasi geliyor website mobil uygulama passo bununla ilgi,passo,olumsuz,uygulama,2,0,0,0,1,0,0,0,1,4
passo mobil uygulamasini indirdim gundur uye olmaya calisiyorum postaya dogrulama maili geldi tikladigimda hata veriyor tekrar gonderme secenegi yok uyeligi tekrarladigimda bir dogrulama kodu gitmiyor farkli bir mail hesabi actim orada ayni sikintiyi yasadim musteri temsilcisin,passo,olumsuz,uygulama,2,0,0,0,1,0,0,0,1,4
passo uygulamasina giris yapamiyorum sms dogrulamasini gectikten sonra ekteki hatayi almaktayim,passo,olumsuz,uygulama,2,0,0,0,1,0,0,1,0,25
passo uygulamasi uzerinden dun aksam referans numarasi konser bileti aldim ilgili konser icin ek bilet almak icin ekranlara giris yaptigimda mastercard indirimi oldugunu gordum ilgili biletleri iptal ederek tekrar indirimli alim yapmak icin cagri merkezini aradim ancak hicbir sekil,passo,olumsuz,cagri merkezi yetkinlik,1,1,1,0,0,0,0,0,1,8
hesabim askiya alindi yazisi cikiyor sifreyi guncelledim hala ayni hatayi veriyor acil yardiminizi bekliyorum maca gidemiyorum normalde giris yapabiliyordum bir anda gerceklesti bugun galatasaray in basketbol mac var acil duzeltilmesini istiyorum bir an once iletisime gecmenizi istiyorum,passo,olumsuz,uyelik,2,0,0,0,1,0,0,0,1,4
mayis tarihli iconic tour istanbul icin fazladan bilet satin aldim passo musteri hizmetleri bilet iptali acisindan gorustum ye bilet iptali acisindan mail atmam sebebiyle yonlendirildim mayis sali saat harbiye cemil topuzlu acik hava,passo,olumsuz,cagri merkezi yetkinlik,1,1,1,0,0,0,0,0,1,8
ocak tarihinde kucuk prens sergisi icin passo com tr uzerinden oglum kendim icin tl ye bilet alip saat civarinda galataport gittik gittigimizde bilet baska bir sey sorulmadi serginin dakika ucretsiz girisi olup herkese acik oldugu soylendi passo mail atip ned,passo,olumsuz,diger,1,1,0,0,0,0,0,1,1,13
passo dan aldigim mart tarihli biletimi iade etmek istiyorum ancak passo nun cevabi biletinizi baskasina verin oluyor gorseldeki paragrafta denildigi boyle bir sey olabilir mi hicbir bilet satis firmasinda bilet iptalinin olmamasi soz konusu degil biletimizi baskasina satm,passo,olumsuz,iade,2,1,1,0,0,0,0,0,1,8
ocak iade faturasi gonderilen biletlerin ucretleri henuz iade edilmedi destek iletisim mail adreslerine mail gonderiyorum geri donus yapilmiyor destek hattini ariyorum net bilgi verebilen yazik cikmiyor passo markasina guveniyorum umarim yakin zamanda sorunum cozulur,passo,olumsuz,odeme,2,1,0,1,0,0,0,0,1,9
passo dan jekyll hyde etkinligi icin bilet aldim etkinligin olacagi gun ocak gunu etkinlige saatler kala gosterinin iptal oldugu hakkinda sms gonderdiler zamana ertelendigi iptal edilip edilmedigi tamamen soru isareti sitelerinde bileti iptal etmeye dair hicbir sey yok,passo,olumsuz,cagri merkezi yetkinlik,1,1,1,0,0,0,0,0,1,8
ocak ta bostanci gosteri merkezi nde konserine iki bilet aldim konsere gittigimde kapilarin kapali oldugunu icerinin doldugunu kimseyi almadiklarini soylediler muhatap bulamadim kimse ilgilenmiyor tl odemis oldum bos yere para odemis oldum lutfen gereken islem yap,passo,olumsuz,genel,2,1,0,0,0,0,0,1,1,13
passo tiyatro bileti aldim ancak tarihi sectikten sonra saate dikkat etmemisiz yanlis saate bilet almisiz fark edince hemen aradik konustuk konustuk son mail atarsam cozulebilecegini soylediler ancak saat degisikligini yer varsa yapabiliriz uyardilar maili attik bekliyoruz insallah,passo,notr,genel,1,1,1,0,0,0,0,0,1,8
bugun nde jekyll hyde vardi passo dan bilet aldim bileti onden aldigim icin ona gore fiyat odedim salona gelip yerimi gosterdiklerinde soka ugradim sahnenin yarisi hoparlor kapliydi gorevliye soyleyince zaten bolumde bir sey olmuyor dedi oysa tum oyun bolgedeymis bile,passo,olumsuz,diger,0,1,0,0,0,0,0,1,0,13
passo uygulamasina giris yapamiyorum surekli posta adresinden hesabi dogrulamami istiyor dogrulanmiyor yaklasik gundur surekli deniyorum ancak basarili olamiyorum musteri hizmetlerini ariyorum surekli ayni numaralari bana kod olarak gonderiyorlar hicbir sekilde muhatap bulamiyorum,passo,olumsuz,cagri merkezi yetkinlik,1,0,1,0,1,0,0,0,1,15
